Name,City,Beds,Baths,Guests,Revenue Potential,Days Available,Revenue,Occupancy,Daily Rate,Rating
"Weekday apartment, 1 double bed",La Chapelle-Moutils,0 Bed,1 Bath,2 Guests,€11.6k,83,€2.1k,64%,€40.1,0 (0)
JO 2024 - House 12 persons / Subway + Train station / Private parking lot / St de France,La Courneuve,4 Bed,3 Bath,12 Guests,€112.7k,227,€87.2k,86%,€444.9,1 (1)
"3 bedrooms near the Stade de France, RER & metro",La Courneuve,3 Bed,2 Bath,8 Guests,€54k,295,€51.1k,58%,€297,5 (6)
Big Cosy House proche Paris,La Courneuve,5 Bed,1 Bath,10 Guests,€48.8k,324,€47.2k,49%,€298.6,4 (17)
Spacious haven of peace with beautiful decoration,La Courneuve,2 Bed,1 Bath,6 Guests,€49.8k,328,€46.9k,95%,€150.3,4 (1)
Cozy nest 20 min from Paris,La Courneuve,2 Bed,1 Bath,6 Guests,€33.4k,358,€32.9k,66%,€139.9,5 (52)
Bundle Famille Max - RER B - Metro 7 - Parking,La Courneuve,4 Bed,3 Bath,12 Guests,€71.3k,123,€31.8k,79%,€327.7,4 (1)
100m2 house with parking and metro 6 min away,La Courneuve,3 Bed,2 Bath,8 Guests,€34.7k,279,€31.3k,58%,€193.1,5 (16)
Modern and bright apartment near Paris,La Courneuve,2 Bed,1 Bath,6 Guests,€36.6k,255,€29.1k,78%,€147.2,5 (1)
Le Molière near Paris!,La Courneuve,1 Bed,1 Bath,2 Guests,€29.7k,355,€28.9k,96%,€84.5,5 (109)
Homerez - Nice house for 4 ppl. with garden and terrace at La Courneuve,La Courneuve,1 Bed,1 Bath,4 Guests,€31.9k,161,€28.5k,30%,€594,0 (0)
"Pool, terrasse& maison 40m2/Porte de Paris/for J.O",La Courneuve,1 Bed,1 Bath,4 Guests,€30.1k,345,€28.5k,71%,€115.8,5 (41)
House 8 persons - Subway + train station / Private parking lot / Wifi / CDG airport /,La Courneuve,3 Bed,2 Bath,8 Guests,€36k,244,€27.9k,51%,€225.2,0 (0)
Comfortable duplex near Paris,La Courneuve,1 Bed,1.5 Bath,5 Guests,€27.7k,355,€27k,76%,€99.8,5 (62)
Independent duplex + garden on the outskirts of Paris,La Courneuve,1 Bed,1 Bath,4 Guests,€25.6k,342,€24.6k,77%,€94.1,5 (245)
Grande Maison Paris - JO Paris 2024,La Courneuve,5 Bed,2 Bath,8 Guests,€44.8k,53,€23.8k,30%,€1.5k,0 (0)
Large and family vacation home in a great location to discover Paris.,La Courneuve,4 Bed,2 Bath,7 Guests,€58.4k,124,€23.3k,54%,€348.3,0 (0)
Beautiful private space in main residence,La Courneuve,2 Bed,1 Bath,4 Guests,€21.3k,357,€20.8k,77%,€75.4,5 (77)
Paris / Bourget/Roissy Airport/ Stade de France,La Courneuve,2 Bed,1.5 Bath,6 Guests,€20.4k,270,€20.1k,68%,€110.1,5 (32)
Grande Maison Piscine Jardin Arboré Fontainebleau,La Ferte-Alais,4 Bed,2.5 Bath,12 Guests,€49.1k,96,€31.9k,54%,€612.7,5 (22)
CHALET UNDER THE PINES,La Ferte-Alais,1 Bed,1 Bath,3 Guests,€15.8k,345,€15.1k,83%,€52.5,5 (224)
La Suite du Pilote,La Ferte-Alais,1 Bed,1 Bath,3 Guests,€13.5k,233,€13.4k,78%,€74.2,5 (17)
Warm 40 m2 apartment Independent,La Ferte-Alais,1 Bed,1 Bath,2 Guests,€15.4k,302,€13k,82%,€52.4,5 (86)
The Park Cottage,La Ferte-Alais,1 Bed,1 Bath,2 Guests,€13.8k,215,€10.9k,48%,€106.3,5 (71)
L'Entracte - Appart Hôtel - Hypercentre,La Ferte-Alais,2 Bed,1 Bath,6 Guests,€11.2k,229,€7.4k,25%,€130.6,5 (17)
Cozy independent studio,La Ferte-Alais,0 Bed,1 Bath,2 Guests,€5.9k,329,€5.5k,35%,€48.6,5 (48)
Private room + attic space on the 2nd floor,La Ferte-Alais,2 Bed,1 Bath,5 Guests,€2.2k,261,€2.2k,26%,€32,4 (26)
Comfortable room,La Ferte-Alais,2 Bed,1 Bath,2 Guests,€2.2k,291,€2.1k,22%,€33.8,5 (95)
Charming small duplex studio,La Ferte-Alais,1 Bed,1 Bath,2 Guests,€2.3k,99,€2k,27%,€73.5,5 (8)
Spacious and bright home,La Ferte-Alais,3 Bed,2 Bath,6 Guests,€32.3k,8,€1.6k,75%,€266.4,5 (12)
Private apartment in house with Jacuzzi,La Ferte-Alais,1 Bed,1 Bath,2 Guests,€1.4k,136,€1.3k,15%,€62.5,5 (2)
Private Waterfront Room,La Ferte-Alais,1 Bed,1 Bath,2 Guests,€1k,235,€963.8,9%,€45.9,5 (11)
CH2 - Double bedroom in house,La Ferte-Alais,1 Bed,1 Bath,2 Guests,€1.2k,189,€726.8,14%,€27.9,5 (24)
CH1 - Bedroom double bed in homestay,La Ferte-Alais,1 Bed,1 Bath,2 Guests,€672.5,186,€672.5,11%,€32,5 (19)
Apartment,La Ferte-Alais,1 Bed,1 Bath,3 Guests,€108.4,24,€108.4,8%,€54.2,4 (4)
Maison en bord d''Essonnes,La Ferte-Alais,3 Bed,2 Bath,6 Guests,€20.2k,7,€0,0%,€0,5 (1)
Large Houses with Pool and Sauna,La Ferte-Gaucher,4 Bed,3 Bath,11 Guests,€38.9k,248,€30.2k,34%,€359.9,5 (68)
Maison de Manoir 1900,La Ferte-Gaucher,2 Bed,0.5 Bath,8 Guests,€27.1k,346,€26.2k,51%,€149.5,5 (2)
Location Maison T3 Avec Stationnement Privé et Jardin,La Ferte-Gaucher,2 Bed,2 Bath,4 Guests,€23.3k,339,€22.3k,55%,€119.3,4 (1)
The house of the manor 1900 a family experience,La Ferte-Gaucher,2 Bed,1 Bath,8 Guests,€20.4k,328,€19k,45%,€130.4,5 (161)
Apartment T2 La Ferté Gaucher 200 m from the center,La Ferte-Gaucher,1 Bed,1 Bath,4 Guests,€16.9k,365,€16.8k,62%,€74.2,5 (78)
Gîte de Montigny,La Ferte-Gaucher,2 Bed,1.5 Bath,4 Guests,€17.3k,238,€12.4k,71%,€73,5 (159)
La Roulotte du Manoir 1900,La Ferte-Gaucher,1 Bed,1.5 Bath,2 Guests,€11.9k,322,€10.9k,38%,€88.7,5 (70)
Apartment' Terrace in the center,La Ferte-Gaucher,1 Bed,1 Bath,4 Guests,€11.3k,288,€10.1k,45%,€77.6,5 (21)
Maison accueillante,La Ferte-Gaucher,2 Bed,1 Bath,5 Guests,€24.9k,163,€9.4k,82%,€71,5 (13)
T3 between Disney and the countryside,La Ferte-Gaucher,2 Bed,2 Bath,4 Guests,€6.9k,227,€6.7k,33%,€88.9,5 (19)
Spacious T2 with shared pool (optional),La Ferte-Gaucher,1 Bed,1 Bath,4 Guests,€6.4k,291,€6.3k,25%,€85.7,5 (29)
Garage apartment,La Ferte-Gaucher,1 Bed,1 Bath,4 Guests,€8.5k,103,€5.3k,84%,€61.4,5 (2)
Maison-bourgeoise-de charme,La Ferte-Gaucher,3 Bed,2 Bath,6 Guests,€6.9k,62,€5k,85%,€95.2,1 (1)
Duplex house,La Ferte-Gaucher,2 Bed,1.5 Bath,6 Guests,€4.7k,285,€4.6k,18%,€92.3,5 (88)
Location logement T3,La Ferte-Gaucher,2 Bed,2 Bath,4 Guests,€7.6k,146,€3.7k,35%,€72.1,5 (9)
Spacious F3 with shared pool (optional),La Ferte-Gaucher,2 Bed,1 Bath,6 Guests,€4.1k,161,€3.4k,19%,€113.9,5 (23)
"Appartement F3 Avec Piscine Partage, Plage et Horraire a la Limite",La Ferte-Gaucher,2 Bed,2 Bath,6 Guests,€3.6k,140,€2.9k,11%,€178.6,5 (1)
Appartement T2 Bus direct Disney,La Ferte-Gaucher,1 Bed,1 Bath,4 Guests,€3k,51,€1.4k,69%,€41.1,3 (2)
"Waterfront Manoir near Paris, Champagne and Disney",La Ferté-sous-Jouarre,5 Bed,2.5 Bath,9 Guests,€99.6k,106,€40.6k,26%,€1.5k,5 (5)
La Demeure de Marcy,La Ferté-sous-Jouarre,6 Bed,4 Bath,15 Guests,€43.8k,171,€38.3k,31%,€723.3,5 (1)
Family accommodating,La Ferté-sous-Jouarre,2 Bed,1 Bath,6 Guests,€25k,366,€25k,71%,€96.3,5 (13)
Oceanian ★ DOWNTOWN Auto★ ★Checkin,La Ferté-sous-Jouarre,2 Bed,1 Bath,6 Guests,€23.4k,323,€21.4k,74%,€89.8,5 (6)
Townhouse terrace and parking near Disney,La Ferté-sous-Jouarre,3 Bed,1 Bath,7 Guests,€20.7k,343,€19.4k,56%,€101.7,5 (75)
★Checkin Auto ★CENTRE-VILLE ★EUROPE CHIC,La Ferté-sous-Jouarre,1 Bed,1 Bath,4 Guests,€18.9k,316,€16.9k,70%,€76.2,5 (23)
★ Checkin Auto ★ CENTRE-VILLE ★AMERICA,La Ferté-sous-Jouarre,1 Bed,1 Bath,4 Guests,€18.3k,250,€13.1k,72%,€72.6,5 (6)
Cosy Appart with parking,La Ferté-sous-Jouarre,1 Bed,1 Bath,2 Guests,€14.6k,306,€13k,66%,€63.9,4 (3)
-Checkin Auto -Centre-ville-Asie,La Ferté-sous-Jouarre,0 Bed,1 Bath,2 Guests,€12.9k,358,€12.7k,59%,€60.1,5 (9)
Large and cozy apartment with parking,La Ferté-sous-Jouarre,4 Bed,2 Bath,8 Guests,€13.6k,264,€11.8k,48%,€93.4,3 (1)
"Apartment with terrace near Disney, Paris & Reims",La Ferté-sous-Jouarre,1 Bed,1.5 Bath,4 Guests,€13.1k,126,€11.7k,36%,€260.1,5 (3)
"Superbe maison proche Disney & Paris, gare à pied",La Ferté-sous-Jouarre,2 Bed,2 Bath,6 Guests,€14.6k,185,€10.9k,36%,€165.6,0 (0)
Downtown automatic check-in,La Ferté-sous-Jouarre,2 Bed,1 Bath,5 Guests,€13.9k,257,€10.5k,58%,€70.8,5 (31)
La Ferté-sous-Jouarre accommodation,La Ferté-sous-Jouarre,2 Bed,1 Bath,5 Guests,€10.7k,355,€10.5k,27%,€108.7,5 (67)
Africa - Checkin Auto - Downtown Netflix&Wifi,La Ferté-sous-Jouarre,0 Bed,1 Bath,2 Guests,€11.6k,307,€10.1k,53%,€61.3,5 (21)
- Checkin Auto - Downtown -Oceania,La Ferté-sous-Jouarre,1 Bed,1 Bath,4 Guests,€13.6k,201,€9.1k,55%,€82.4,5 (6)
Apartment of the Swans,La Ferté-sous-Jouarre,1 Bed,1 Bath,4 Guests,€9.5k,350,€9k,44%,€58.9,5 (101)
3 bedroom apartment 65 m2,La Ferté-sous-Jouarre,3 Bed,1 Bath,8 Guests,€8.7k,358,€8.7k,35%,€69.3,5 (26)
Villa Neuve et Cosy à 22 Minutes de Paris,La Frette-sur-Seine,3 Bed,1.5 Bath,7 Guests,€25.7k,48,€19.9k,50%,€828.4,5 (2)
Home - La Frette sur Seine 20 minutes de Paris,La Frette-sur-Seine,2 Bed,1 Bath,4 Guests,€19.6k,300,€17.6k,55%,€105.8,5 (22)
Holiday apartment La Frette sur Seine for 1 - 2 persons - Twin house,La Frette-sur-Seine,0 Bed,1 Bath,2 Guests,€15.7k,144,€15.7k,95%,€114.7,0 (0)
"Appartement+terrasse by the river, Paris at 22mn",La Frette-sur-Seine,1 Bed,1 Bath,4 Guests,€17.1k,309,€14k,52%,€87.7,5 (215)
Quiet independent STUDIO 20 minutes from Paris,La Frette-sur-Seine,1 Bed,1 Bath,2 Guests,€14.7k,307,€12.7k,80%,€51.4,5 (37)
Elegant villa 22mins Paris,La Frette-sur-Seine,3 Bed,2 Bath,6 Guests,€45.1k,45,€11.9k,56%,€475.1,5 (1)
Cozy house 2 steps from the Seine,La Frette-sur-Seine,1 Bed,1 Bath,4 Guests,€11.2k,342,€10.5k,54%,€56.8,5 (37)
La Frette - 1 independent room near train station,La Frette-sur-Seine,1 Bed,1 Bath,2 Guests,€12.4k,307,€10.3k,77%,€43.7,5 (147)
The Spacious - On the roofs of Val d'Oise,La Frette-sur-Seine,3 Bed,2 Bath,5 Guests,€14.6k,92,€7.9k,53%,€161.5,5 (32)
Quiet studio on the banks of the Seine,La Frette-sur-Seine,0 Bed,1 Bath,1 Guests,€11.6k,224,€7.2k,89%,€36.4,5 (40)
Small apartment with garden by the river Seine,La Frette-sur-Seine,1 Bed,1 Bath,3 Guests,€8.4k,297,€6.3k,28%,€77.2,5 (58)
Independent studio + garden,La Frette-sur-Seine,0 Bed,1.5 Bath,2 Guests,€9.7k,178,€5.9k,53%,€62.7,5 (6)
Maison familiale idéale JO 2024,La Frette-sur-Seine,4 Bed,2 Bath,5 Guests,€11.4k,33,€5.9k,45%,€392.3,0 (0)
Charming two rooms on the garden floor,La Frette-sur-Seine,1 Bed,1 Bath,3 Guests,€8.7k,227,€5.3k,33%,€71.4,5 (51)
"House 3 parking lots, SNCF station 300 m away, Paris 20 minutes away",La Frette-sur-Seine,2 Bed,1 Bath,5 Guests,€10.8k,120,€5.2k,33%,€130.6,5 (4)
Cozy and cozy room 20 minutes from PARIS,La Frette-sur-Seine,1 Bed,1 Bath,2 Guests,€5k,301,€4.9k,24%,€67.5,4 (34)
"Room, bathroom in house with garden",La Frette-sur-Seine,2 Bed,1 Bath,2 Guests,€5.2k,175,€4.7k,38%,€71.4,5 (2)
Atypical mezzanine apartment 20 mins Paris,La Frette-sur-Seine,1 Bed,1 Bath,4 Guests,€4.5k,228,€4.5k,21%,€94.7,5 (13)
★★★ Magnifique Loft à 15 minutes de Paris★★★,La Garenne-Colombes,4 Bed,2 Bath,7 Guests,€83.9k,359,€83.1k,53%,€439.9,5 (0)
Beautiful Loft 15 min from Paris,La Garenne-Colombes,4 Bed,2 Bath,7 Guests,€64.6k,290,€64.6k,71%,€315.3,5 (7)
3 room apartment Paris La Défense,La Garenne-Colombes,2 Bed,1 Bath,6 Guests,€64.8k,362,€64.6k,98%,€181.9,5 (75)
Quiet & cozy house near Paris,La Garenne-Colombes,6 Bed,3 Bath,14 Guests,€65.3k,286,€64.5k,29%,€768,5 (77)
Entire Apartment with 5 bedrooms,La Garenne-Colombes,5 Bed,2.5 Bath,10 Guests,€55.5k,295,€55.5k,69%,€270.5,5 (44)
Apartment 10 min from Paris.,La Garenne-Colombes,3 Bed,2 Bath,4 Guests,€52.6k,294,€50.4k,52%,€331.4,5 (11)
Beautiful Loft 130m2. Sun and quiet,La Garenne-Colombes,3 Bed,1 Bath,6 Guests,€52.6k,338,€47.1k,64%,€219,5 (255)
Architect house w/parking West Paris - La Defense,La Garenne-Colombes,5 Bed,4 Bath,9 Guests,€42.2k,143,€42.2k,48%,€611.3,5 (10)
"Paris Visit; L 'appartement de 50m2, cosy",La Garenne-Colombes,2 Bed,1 Bath,4 Guests,€41.6k,366,€41.6k,75%,€152.2,5 (8)
Bright near Paris / La Defense / Arena,La Garenne-Colombes,2 Bed,1 Bath,5 Guests,€46.6k,256,€40.3k,78%,€202.4,5 (8)
House 10 minutes from the Arc de Triomphe and La Défense,La Garenne-Colombes,3 Bed,2 Bath,6 Guests,€41k,318,€39.4k,44%,€279.7,5 (35)
Cosy apt with home office easy access Paris centre,La Garenne-Colombes,2 Bed,1 Bath,5 Guests,€38.2k,354,€36.8k,90%,€115.8,5 (198)
Cosy and luxury home 11 minutes Paris Saint-Lazare,La Garenne-Colombes,2 Bed,1 Bath,4 Guests,€35.5k,366,€35.5k,66%,€146.7,5 (104)
Your next Parisian home - comfort & style,La Garenne-Colombes,1 Bed,1 Bath,2 Guests,€34.6k,343,€32.9k,76%,€125.4,5 (87)
Beautiful private hotel from 1925,La Garenne-Colombes,5 Bed,4 Bath,10 Guests,€55.9k,152,€28.7k,28%,€668.2,5 (48)
2 room Apartment in La Défense,La Garenne-Colombes,1 Bed,1 Bath,4 Guests,€29.3k,351,€28.2k,94%,€85.5,5 (56)
Quiet 1st floor studio near Paris La Défense,La Garenne-Colombes,1 Bed,1 Bath,2 Guests,€28.8k,348,€27.4k,85%,€92.4,5 (176)
Quiet studio terrace near Paris La Défense,La Garenne-Colombes,1 Bed,1 Bath,2 Guests,€28.1k,352,€27.1k,79%,€97.6,5 (161)
The Squirrel - Relax and Nature,La Genevraye,4 Bed,3 Bath,8 Guests,€75.9k,115,€37.4k,86%,€378.2,5 (14)
Riverside Charm: Cozy Family Home in Montigny,La Genevraye,5 Bed,2 Bath,12 Guests,€54.1k,105,€25.4k,53%,€453.5,5 (5)
Charming waterfront home,La Genevraye,2 Bed,2 Bath,6 Guests,€27.9k,268,€24.7k,37%,€251.6,5 (38)
"Gîte ""Les Lilas""",La Genevraye,3 Bed,1 Bath,6 Guests,€21.6k,286,€17.4k,59%,€102.8,5 (32)
Gîte la Poterie de la Genevraye,La Genevraye,2 Bed,1 Bath,4 Guests,€17.2k,185,€17.1k,72%,€128.6,5 (3)
Gite à la Ferme,La Genevraye,3 Bed,1.5 Bath,6 Guests,€14.8k,178,€14.8k,80%,€104.2,0 (0)
Gite de la Ferme de Cugny,La Genevraye,3 Bed,1 Bath,6 Guests,€25.1k,211,€14.3k,70%,€97.5,5 (11)
Villa l 'squirrel - La Genevray indoor pool,La Genevraye,4 Bed,3 Bath,10 Guests,€20.9k,44,€12.9k,75%,€389.8,5 (7)
Small canalside house,La Genevraye,0 Bed,1 Bath,2 Guests,€7.7k,249,€6.3k,41%,€62.2,5 (213)
Beautiful quiet house 15 min from Fontainebleau,La Genevraye,2 Bed,1 Bath,4 Guests,€9.5k,171,€5.6k,36%,€91.7,5 (152)
Good life in La Genevraye,La Genevraye,1 Bed,1 Bath,2 Guests,€6.9k,238,€5.4k,40%,€57.5,5 (97)
Grand Gîte de la Poterie,La Genevraye,4 Bed,1 Bath,8 Guests,€6.8k,40,€4.8k,55%,€217.9,5 (2)
Duplex studio in La Genevraye,La Genevraye,1 Bed,1 Bath,2 Guests,€10.3k,115,€2.7k,57%,€41.1,5 (44)
Riverside 3 Bedroom House,La Genevraye,3 Bed,1 Bath,8 Guests,€1.9k,74,€1.9k,12%,€207.8,5 (2)
Location Nearby Fontainebleau,La Genevraye,1 Bed,1 Bath,2 Guests,€721.3,88,€721.3,13%,€65.6,5 (12)
Gentilhommière + swimming pool - 50 minutes from Paris Gare de Lyon,La Grande-Paroisse,8 Bed,2 Bath,12 Guests,€70.6k,244,€70.2k,39%,€739.1,5 (12)
Gîte Montereau-fault yonne,La Grande-Paroisse,6 Bed,2 Bath,14 Guests,€20k,220,€18.3k,20%,€416,4 (4)
Independent tiny house between Castle and Forest,La Grande-Paroisse,1 Bed,1 Bath,2 Guests,€8.8k,317,€8k,39%,€64,5 (94)
Villa 15km Fontainebleau Breakfast Included,La Grande-Paroisse,1 Bed,1 Bath,2 Guests,€4.3k,265,€3.3k,46%,€26.9,5 (141)
Modern and comfortable home,La Grande-Paroisse,3 Bed,2 Bath,7 Guests,€5.4k,150,€3.2k,16%,€133.1,5 (20)
Mao cottage for rent,La Grande-Paroisse,3 Bed,1 Bath,6 Guests,€4k,44,€2.1k,32%,€151.6,5 (6)
Main residence close to Paris,La Grande-Paroisse,3 Bed,2 Bath,5 Guests,€57.4k,9,€1.6k,100%,€175.5,4 (11)
Joli chambre avec douche,La Grande-Paroisse,1 Bed,1 Bath,2 Guests,€2.5k,94,€1.4k,59%,€25.1,0 (0)
House of the vegetable garden,La Grande-Paroisse,4 Bed,2.5 Bath,6 Guests,€2.5k,65,€1.3k,15%,€134.9,4 (1)
Garden house 20m Fontainebleau,La Grande-Paroisse,3 Bed,2 Bath,7 Guests,€859.1,5,€859.1,100%,€171.8,5 (1)
Countryside studio with garden terrace,La Grande-Paroisse,1 Bed,1 Bath,2 Guests,€718.5,91,€718.5,11%,€71.8,5 (3)
Beautiful 2 rooms in the countryside,La Grande-Paroisse,1 Bed,1 Bath,4 Guests,€2.1k,95,€658.8,9%,€73.2,5 (1)
Cozy house for 6 people,La Grande-Paroisse,3 Bed,2 Bath,6 Guests,€1.3k,30,€347.3,10%,€115.8,5 (1)
Bedroom with terrace & garden 20’ Fontainebleau,La Grande-Paroisse,1 Bed,1 Bath,2 Guests,€267.4,42,€267.4,10%,€66.8,5 (1)
Cozy house for 6 people 27 min from Château Fontainebleau,La Grande-Paroisse,3 Bed,2 Bath,6 Guests,€0,38,€0,29%,€0,0 (0)
Les Sablons - Villa 15pers - football darts table,La Houssaye-en-Brie,4 Bed,2 Bath,15 Guests,€82.4k,362,€82.2k,37%,€617.9,5 (119)
Clos des Oaks - Villa 14 Pers - Near Disney,La Houssaye-en-Brie,4 Bed,2 Bath,14 Guests,€80.1k,346,€77.1k,40%,€555,5 (220)
Homerez - House for 18 ppl. with jacuzzi and garden at La Houssaye-en-Brie,La Houssaye-en-Brie,5 Bed,6 Bath,18 Guests,€80k,249,€67.8k,41%,€658.5,1 (2)
"Charming gite - 12 p., 18 Km from Disneyland (45 km from Paris)",La Houssaye-en-Brie,5 Bed,1.5 Bath,12 Guests,€69.5k,271,€57.3k,34%,€622.9,5 (65)
"Manor of Limodin 2, Disneyland Paris 17km, Paris 45km, La Houssaye-en-Bri 35mn",La Houssaye-en-Brie,5 Bed,3 Bath,12 Guests,€53.9k,280,€52k,29%,€634.3,5 (28)
Gîte de charme -Disneyland 17km- Paris 45km.,La Houssaye-en-Brie,5 Bed,3 Bath,13 Guests,€46.8k,282,€45k,29%,€556.2,5 (41)
Maison proche Disneyland Paris,La Houssaye-en-Brie,4 Bed,2 Bath,6 Guests,€31.7k,144,€23.8k,68%,€242.9,0 (0)
Traditional Briarde townhouse,La Houssaye-en-Brie,3 Bed,2.5 Bath,6 Guests,€22.7k,330,€20.9k,53%,€118.5,5 (91)
Charming Cottage 8 persons 17km Disneysland and Val d'Europe -45km Paris,La Houssaye-en-Brie,3 Bed,1.5 Bath,8 Guests,€19.7k,159,€18.7k,29%,€406.6,5 (6)
Le Saule: Apartment 2-4 people,La Houssaye-en-Brie,1 Bed,1 Bath,4 Guests,€18.2k,349,€17.4k,81%,€61.3,5 (79)
Small Chalet in the Heart of Near Disney Forest,La Houssaye-en-Brie,0 Bed,1 Bath,5 Guests,€16.8k,293,€16.3k,56%,€99.3,5 (32)
Beautiful apartment in the heart of Brie and Disneyland.,La Houssaye-en-Brie,1 Bed,1 Bath,5 Guests,€15.6k,360,€15.4k,63%,€67.7,5 (134)
Clos Briard - Duplex 4 people near Disneyland,La Houssaye-en-Brie,1 Bed,1 Bath,4 Guests,€14.1k,333,€13.6k,42%,€96.7,5 (13)
Chalet in the forest near Disney,La Houssaye-en-Brie,2 Bed,1 Bath,4 Guests,€10.8k,270,€10.8k,41%,€96.5,5 (18)
Hot Tub Lodge near Disney,La Houssaye-en-Brie,1 Bed,1 Bath,4 Guests,€9.9k,122,€9.9k,48%,€168.4,5 (11)
totally independent house,La Houssaye-en-Brie,2 Bed,1 Bath,4 Guests,€12.2k,219,€7.9k,33%,€108,5 (38)
Chambre Calme Maison Briarde,La Houssaye-en-Brie,1 Bed,1 Bath,6 Guests,€7.4k,350,€7.2k,30%,€69.5,5 (78)
"Small, cozy lodge in the heart of the fields, near Disney",La Houssaye-en-Brie,1 Bed,1 Bath,4 Guests,€6.7k,211,€6.7k,32%,€97.9,5 (15)
Beautiful house with heated pool.,La Queue-en-Brie,7 Bed,6 Bath,14 Guests,€56.5k,38,€49.9k,55%,€2.4k,0 (0)
Very beautiful house with garden.,La Queue-en-Brie,2 Bed,1 Bath,6 Guests,€14.1k,295,€13k,48%,€91.6,5 (17)
Villa 12p spa et sauna entre Disney & Paris,La Queue-en-Brie,5 Bed,3 Bath,12 Guests,€12.7k,96,€12.7k,17%,€794.5,4 (3)
5 Bedroom house with swimming pool,La Queue-en-Brie,5 Bed,3 Bath,10 Guests,€27.1k,36,€7k,25%,€779.1,0 (0)
Chambre entre Paris et Disney,La Queue-en-Brie,1 Bed,1 Bath,2 Guests,€4.4k,41,€3.4k,34%,€244.4,0 (0)
Parquet room for discreet guests/GOOD READING,La Queue-en-Brie,1 Bed,1 Bath,3 Guests,€3.3k,232,€3.1k,46%,€28.5,5 (17)
bright home 15 minutes from Paris,La Queue-en-Brie,2 Bed,1 Bath,4 Guests,€6.4k,38,€2.7k,55%,€126.6,5 (18)
Green room for discreet guests READ WELL!,La Queue-en-Brie,1 Bed,1 Bath,2 Guests,€3k,199,€2.5k,57%,€22.4,5 (116)
Chambre privée dans une maison,La Queue-en-Brie,2 Bed,1 Bath,2 Guests,€1.9k,123,€1.9k,43%,€35,5 (2)
Chabatz d entar or finish entering,La Queue-en-Brie,1 Bed,1 Bath,2 Guests,€2.5k,44,€1.3k,93%,€30.5,5 (14)
Private room in house,La Queue-en-Brie,0 Bed,1 Bath,2 Guests,€1.5k,155,€892.1,14%,€42.5,5 (6)
A bedroom in a private house,La Queue-en-Brie,0 Bed,1 Bath,2 Guests,€1.1k,78,€684.5,14%,€62.2,5 (2)
Cindy room neat person,La Queue-en-Brie,0 Bed,1 Bath,1 Guests,€1k,62,€515.4,35%,€23.4,4 (1)
Quiet cozy apartment with terrace,La Queue-en-Brie,1 Bed,1 Bath,4 Guests,€776.4,6,€374.9,100%,€62.5,0 (0)
appartement calme et cosy,La Queue-en-Brie,1 Bed,1 Bath,4 Guests,€2.8k,28,€61.6,4%,€61.6,5 (1)
"Le Paradis de Lucile, dream view, Giverny 10 mn",La Roche-Guyon,4 Bed,2.5 Bath,10 Guests,€119.3k,334,€111.1k,61%,€544.4,5 (64)
Altitude120: Exceptional view close to Giverny,La Roche-Guyon,7 Bed,3.5 Bath,14 Guests,€63.1k,300,€55.8k,44%,€426.2,5 (144)
House with exceptional view near Giverny,La Roche-Guyon,7 Bed,4 Bath,14 Guests,€57.5k,306,€51.6k,39%,€430.4,5 (39)
"Gite La Roche-Guyon, 3 bedrooms, 6 persons",La Roche-Guyon,3 Bed,3 Bath,6 Guests,€54.7k,89,€38.2k,94%,€454.4,0 (0)
Villa180m2/included40 activities/nearGiverny,La Roche-Guyon,5 Bed,2 Bath,15 Guests,€38.6k,294,€36.8k,18%,€695,5 (48)
"Family artist's house, with view, on GR2",La Roche-Guyon,3 Bed,2 Bath,6 Guests,€30.1k,235,€26.8k,29%,€400.3,5 (16)
Gîte de l 'Écu,La Roche-Guyon,1 Bed,1 Bath,4 Guests,€15k,361,€14.8k,42%,€97.7,5 (191)
"Michelin-starred cottage ""Au coeur de le Roche"", La Roche Guyon",La Roche-Guyon,4 Bed,2 Bath,14 Guests,€16.2k,289,€14.7k,12%,€433.5,4 (166)
Duplex home,La Roche-Guyon,1 Bed,1 Bath,8 Guests,€11.9k,355,€11.9k,21%,€161.1,4 (17)
Bed and Breakfast of Cretes 3,La Roche-Guyon,1 Bed,1 Bath,4 Guests,€24.9k,112,€9.2k,71%,€114.9,5 (66)
L’Apparté,La Roche-Guyon,1 Bed,1 Bath,4 Guests,€12.1k,234,€8.6k,44%,€83.9,5 (64)
La Cachette de la Roche-Guyon,La Roche-Guyon,1 Bed,1.5 Bath,4 Guests,€7.2k,323,€7k,24%,€88.3,5 (63)
Le 24 Bis,La Roche-Guyon,2 Bed,1 Bath,6 Guests,€15.1k,70,€6.9k,71%,€138.3,5 (8)
Lovely 2 rooms with parking garden,La Roche-Guyon,1 Bed,1 Bath,4 Guests,€6.9k,259,€6.7k,24%,€108.9,5 (50)
Chambre d 'Hôtes des Crêtes 1,La Roche-Guyon,0 Bed,1 Bath,2 Guests,€17.4k,101,€6.6k,70%,€93.3,5 (50)
La Roche Guyon getaway,La Roche-Guyon,1 Bed,2 Bath,2 Guests,€6.6k,156,€6.3k,37%,€109.1,5 (19)
Chambre d 'hôtes des Crêtes 2,La Roche-Guyon,0 Bed,1 Bath,2 Guests,€16.1k,122,€6.2k,52%,€96.1,5 (33)
Le Domaine de Co,La Roche-Guyon,2 Bed,2 Bath,2 Guests,€26.5k,89,€5.8k,84%,€77.5,5 (43)
